nodes,tasks_per_node,cpus_per_task,npoints,ngrid_x,ngrid_y,throughput,total,density,fft,potential,forces,interpolation,kick,drift,reorder
1,1,1,1048576,512,512,26223524.009712,11.995825,3.919118,1.020107,0.436434,0.245877,4.053009,0.927183,0.571219,0.767317
