nodes,tasks_per_node,cpus_per_task,npoints,ngrid_x,ngrid_y,throughput,total,density,fft,potential,forces,interpolation,kick,drift,reorder
1,1,1,1048576,512,512,12772270.235620,24.629357,9.167863,1.051152,0.473027,0.287513,11.015247,1.087115,0.661023,0.815242
